"date","botfam","industry","hosts","orgs"
2016-07-25,"Zusy","Finance",34,5
2016-07-25,"Zusy","Healthcare/Wellness",14,3
2016-07-25,"Zusy","Manufacturing",40,4
2016-07-25,"Zusy","Retail",426,5
2016-07-26,"Bedep","Education",8,5
2016-07-26,"Bedep","Finance",139,7
2016-07-26,"Bedep","Government/Politics",7,5
2016-07-26,"Bedep","Healthcare/Wellness",10,2
2016-07-26,"Bedep","Manufacturing",35,6
2016-07-26,"Bedep","Retail",198,2
2016-07-26,"ConfickerAB","Education",512,87
2016-07-26,"ConfickerAB","Finance",253,49
2016-07-26,"ConfickerAB","Government/Politics",322,33
2016-07-26,"ConfickerAB","Healthcare/Wellness",336,102
2016-07-26,"ConfickerAB","Manufacturing",1401,73
2016-07-26,"ConfickerAB","Retail",899,37
2016-07-26,"Necurs","Education",76,30
2016-07-26,"Necurs","Finance",40,25
2016-07-26,"Necurs","Government/Politics",220,12
2016-07-26,"Necurs","Healthcare/Wellness",17,12
2016-07-26,"Necurs","Manufacturing",239,21
2016-07-26,"Necurs","Retail",118,8
2016-07-26,"Olmasco","Education",10,2
2016-07-26,"Olmasco","Healthcare/Wellness",2,1
2016-07-26,"Olmasco","Manufacturing",2,1
2016-07-26,"PushDo","Finance",19,2
2016-07-26,"PushDo","Government/Politics",6,2
2016-07-26,"PushDo","Manufacturing",347,10
2016-07-26,"PushDo","Retail",154,2
2016-07-26,"Ramnit","Education",98,58
2016-07-26,"Ramnit","Finance",19,14
2016-07-26,"Ramnit","Government/Politics",69,4
2016-07-26,"Ramnit","Healthcare/Wellness",5,5
2016-07-26,"Ramnit","Manufacturing",560,15
2016-07-26,"Ramnit","Retail",241,6
2016-07-26,"Sality","Education",105,34
2016-07-26,"Sality","Finance",84,20
2016-07-26,"Sality","Government/Politics",75,10
2016-07-26,"Sality","Healthcare/Wellness",15,9
2016-07-26,"Sality","Manufacturing",215,20
2016-07-26,"Sality","Retail",118,8
2016-07-26,"zeroaccess","Education",19,11
2016-07-26,"zeroaccess","Finance",10,5
2016-07-26,"zeroaccess","Government/Politics",23,8
2016-07-26,"zeroaccess","Healthcare/Wellness",9,5
2016-07-26,"zeroaccess","Manufacturing",24,6
2016-07-26,"zeroaccess","Retail",249,8
2016-07-26,"Zeus","Education",58,29
2016-07-26,"Zeus","Finance",12,10
2016-07-26,"Zeus","Government/Politics",6,6
2016-07-26,"Zeus","Healthcare/Wellness",6,5
2016-07-26,"Zeus","Manufacturing",38,12
2016-07-26,"Zeus","Retail",81,9
2016-07-26,"Zusy","Education",27,15
2016-07-26,"Zusy","Finance",40,5
2016-07-26,"Zusy","Government/Politics",2,1
2016-07-26,"Zusy","Healthcare/Wellness",5,3
2016-07-26,"Zusy","Manufacturing",44,5
2016-07-26,"Zusy","Retail",465,5
2016-07-27,"Bedep","Education",17,9
2016-07-27,"Bedep","Finance",194,4
2016-07-27,"Bedep","Government/Politics",9,6
2016-07-27,"Bedep","Healthcare/Wellness",4,1
2016-07-27,"Bedep","Manufacturing",31,6
2016-07-27,"Bedep","Retail",118,2
2016-07-27,"ConfickerAB","Education",478,83
2016-07-27,"ConfickerAB","Finance",262,53
2016-07-27,"ConfickerAB","Government/Politics",334,34
2016-07-27,"ConfickerAB","Healthcare/Wellness",347,109
2016-07-27,"ConfickerAB","Manufacturing",1386,79
2016-07-27,"ConfickerAB","Retail",954,36
2016-07-27,"Necurs","Education",87,32
2016-07-27,"Necurs","Finance",39,22
2016-07-27,"Necurs","Government/Politics",201,16
2016-07-27,"Necurs","Healthcare/Wellness",10,9
2016-07-27,"Necurs","Manufacturing",247,26
2016-07-27,"Necurs","Retail",153,8
2016-07-27,"Olmasco","Education",3,2
2016-07-27,"Olmasco","Healthcare/Wellness",3,1
2016-07-27,"Olmasco","Manufacturing",50,2
2016-07-27,"PushDo","Education",1,1
2016-07-27,"PushDo","Finance",43,2
2016-07-27,"PushDo","Government/Politics",13,3
2016-07-27,"PushDo","Manufacturing",440,8
2016-07-27,"PushDo","Retail",222,2
2016-07-27,"Ramnit","Education",97,53
2016-07-27,"Ramnit","Finance",28,17
2016-07-27,"Ramnit","Government/Politics",59,4
2016-07-27,"Ramnit","Healthcare/Wellness",2,2
2016-07-27,"Ramnit","Manufacturing",500,14
2016-07-27,"Ramnit","Retail",230,6
2016-07-27,"Sality","Education",130,35
2016-07-27,"Sality","Finance",98,21
2016-07-27,"Sality","Government/Politics",92,14
2016-07-27,"Sality","Healthcare/Wellness",11,6
2016-07-27,"Sality","Manufacturing",233,23
2016-07-27,"Sality","Retail",113,8
2016-07-27,"zeroaccess","Education",21,12
2016-07-27,"zeroaccess","Finance",11,5
2016-07-27,"zeroaccess","Government/Politics",23,9
2016-07-27,"zeroaccess","Healthcare/Wellness",8,3
2016-07-27,"zeroaccess","Manufacturing",26,6
2016-07-27,"zeroaccess","Retail",208,6
2016-07-27,"Zeus","Education",54,33
2016-07-27,"Zeus","Finance",14,11
2016-07-27,"Zeus","Government/Politics",8,5
2016-07-27,"Zeus","Healthcare/Wellness",11,7
2016-07-27,"Zeus","Manufacturing",47,15
2016-07-27,"Zeus","Retail",69,8
2016-07-27,"Zusy","Education",21,11
2016-07-27,"Zusy","Finance",42,5
2016-07-27,"Zusy","Healthcare/Wellness",3,2
2016-07-27,"Zusy","Manufacturing",35,5
2016-07-27,"Zusy","Retail",396,4
2016-07-28,"Bedep","Education",21,11
2016-07-28,"Bedep","Finance",154,6
2016-07-28,"Bedep","Government/Politics",22,8
2016-07-28,"Bedep","Healthcare/Wellness",14,4
2016-07-28,"Bedep","Manufacturing",32,7
2016-07-28,"Bedep","Retail",154,2
2016-07-28,"ConfickerAB","Education",480,89
2016-07-28,"ConfickerAB","Finance",251,49
2016-07-28,"ConfickerAB","Government/Politics",327,32
2016-07-28,"ConfickerAB","Healthcare/Wellness",310,102
2016-07-28,"ConfickerAB","Manufacturing",1352,79
2016-07-28,"ConfickerAB","Retail",942,38
2016-07-28,"Necurs","Education",76,27
2016-07-28,"Necurs","Finance",46,30
2016-07-28,"Necurs","Government/Politics",227,16
2016-07-28,"Necurs","Healthcare/Wellness",8,7
2016-07-28,"Necurs","Manufacturing",236,26
2016-07-28,"Necurs","Retail",121,8
2016-07-28,"Olmasco","Education",5,2
2016-07-28,"Olmasco","Healthcare/Wellness",1,1
2016-07-28,"Olmasco","Manufacturing",5,2
2016-07-28,"Olmasco","Retail",4,2
2016-07-28,"PushDo","Finance",63,2
2016-07-28,"PushDo","Government/Politics",44,3
2016-07-28,"PushDo","Manufacturing",533,10
2016-07-28,"PushDo","Retail",234,2
2016-07-28,"Ramnit","Education",85,46
2016-07-28,"Ramnit","Finance",34,19
2016-07-28,"Ramnit","Government/Politics",78,4
2016-07-28,"Ramnit","Healthcare/Wellness",3,3
2016-07-28,"Ramnit","Manufacturing",452,15
2016-07-28,"Ramnit","Retail",258,7
2016-07-28,"Sality","Education",116,29
2016-07-28,"Sality","Finance",91,19
2016-07-28,"Sality","Government/Politics",95,11
2016-07-28,"Sality","Healthcare/Wellness",7,6
2016-07-28,"Sality","Manufacturing",238,24
2016-07-28,"Sality","Retail",120,8
2016-07-28,"zeroaccess","Education",21,12
2016-07-28,"zeroaccess","Finance",9,4
2016-07-28,"zeroaccess","Government/Politics",20,7
2016-07-28,"zeroaccess","Healthcare/Wellness",3,3
2016-07-28,"zeroaccess","Manufacturing",33,8
2016-07-28,"zeroaccess","Retail",188,4
2016-07-28,"Zeus","Education",60,35
2016-07-28,"Zeus","Finance",12,11
2016-07-28,"Zeus","Government/Politics",9,6
2016-07-28,"Zeus","Healthcare/Wellness",13,7
2016-07-28,"Zeus","Manufacturing",34,9
2016-07-28,"Zeus","Retail",81,11
2016-07-28,"Zusy","Education",33,15
2016-07-28,"Zusy","Finance",39,6
2016-07-28,"Zusy","Healthcare/Wellness",3,2
2016-07-28,"Zusy","Manufacturing",40,6
2016-07-28,"Zusy","Retail",344,4
2016-07-29,"Bedep","Education",12,7
2016-07-29,"Bedep","Finance",181,6
2016-07-29,"Bedep","Government/Politics",18,9
2016-07-29,"Bedep","Healthcare/Wellness",4,2
2016-07-29,"Bedep","Manufacturing",15,6
2016-07-29,"Bedep","Retail",104,2
2016-07-29,"ConfickerAB","Education",475,84
2016-07-29,"ConfickerAB","Finance",238,48
2016-07-29,"ConfickerAB","Government/Politics",352,35
2016-07-29,"ConfickerAB","Healthcare/Wellness",328,102
2016-07-29,"ConfickerAB","Manufacturing",1350,76
2016-07-29,"ConfickerAB","Retail",989,38
2016-07-29,"Necurs","Education",69,27
2016-07-29,"Necurs","Finance",37,21
2016-07-29,"Necurs","Government/Politics",197,10
2016-07-29,"Necurs","Healthcare/Wellness",16,13
2016-07-29,"Necurs","Manufacturing",209,25
2016-07-29,"Necurs","Retail",95,8
2016-07-29,"Olmasco","Education",7,2
2016-07-29,"Olmasco","Manufacturing",7,3
2016-07-29,"Olmasco","Retail",14,2
2016-07-29,"PushDo","Education",3,1
2016-07-29,"PushDo","Finance",39,2
2016-07-29,"PushDo","Government/Politics",49,3
2016-07-29,"PushDo","Manufacturing",556,9
2016-07-29,"PushDo","Retail",194,2
2016-07-29,"Ramnit","Education",77,45
2016-07-29,"Ramnit","Finance",31,19
2016-07-29,"Ramnit","Government/Politics",70,4
2016-07-29,"Ramnit","Healthcare/Wellness",6,5
2016-07-29,"Ramnit","Manufacturing",535,14
2016-07-29,"Ramnit","Retail",207,5
2016-07-29,"Sality","Education",114,32
2016-07-29,"Sality","Finance",107,20
2016-07-29,"Sality","Government/Politics",72,10
2016-07-29,"Sality","Healthcare/Wellness",9,4
2016-07-29,"Sality","Manufacturing",256,26
2016-07-29,"Sality","Retail",133,8
2016-07-29,"zeroaccess","Education",20,9
2016-07-29,"zeroaccess","Finance",11,5
2016-07-29,"zeroaccess","Government/Politics",18,7
2016-07-29,"zeroaccess","Healthcare/Wellness",6,4
2016-07-29,"zeroaccess","Manufacturing",22,7
2016-07-29,"zeroaccess","Retail",225,3
2016-07-29,"Zeus","Education",44,28
2016-07-29,"Zeus","Finance",17,15
2016-07-29,"Zeus","Government/Politics",9,6
2016-07-29,"Zeus","Healthcare/Wellness",10,7
2016-07-29,"Zeus","Manufacturing",40,12
2016-07-29,"Zeus","Retail",85,4
2016-07-29,"Zusy","Education",28,11
2016-07-29,"Zusy","Finance",44,7
2016-07-29,"Zusy","Government/Politics",3,1
2016-07-29,"Zusy","Healthcare/Wellness",7,3
2016-07-29,"Zusy","Manufacturing",32,3
2016-07-29,"Zusy","Retail",425,4
2016-07-30,"Bedep","Education",4,3
2016-07-30,"Bedep","Finance",206,6
2016-07-30,"Bedep","Government/Politics",6,3
2016-07-30,"Bedep","Healthcare/Wellness",6,4
2016-07-30,"Bedep","Manufacturing",16,7
2016-07-30,"Bedep","Retail",130,2
2016-07-30,"ConfickerAB","Education",388,79
2016-07-30,"ConfickerAB","Finance",200,37
2016-07-30,"ConfickerAB","Government/Politics",252,32
2016-07-30,"ConfickerAB","Healthcare/Wellness",278,89
2016-07-30,"ConfickerAB","Manufacturing",1166,59
2016-07-30,"ConfickerAB","Retail",788,34
2016-07-30,"Necurs","Education",24,14
2016-07-30,"Necurs","Finance",14,11
2016-07-30,"Necurs","Government/Politics",21,3
2016-07-30,"Necurs","Healthcare/Wellness",1,1
2016-07-30,"Necurs","Manufacturing",98,11
2016-07-30,"Necurs","Retail",33,3
2016-07-30,"Olmasco","Healthcare/Wellness",2,1
2016-07-30,"Olmasco","Manufacturing",6,2
2016-07-30,"Olmasco","Retail",12,2
2016-07-30,"PushDo","Education",1,1
2016-07-30,"PushDo","Finance",30,2
2016-07-30,"PushDo","Government/Politics",77,3
2016-07-30,"PushDo","Manufacturing",597,6
2016-07-30,"PushDo","Retail",190,2
2016-07-30,"Ramnit","Education",64,38
2016-07-30,"Ramnit","Finance",30,15
2016-07-30,"Ramnit","Government/Politics",15,4
2016-07-30,"Ramnit","Healthcare/Wellness",4,4
2016-07-30,"Ramnit","Manufacturing",539,12
2016-07-30,"Ramnit","Retail",168,5
2016-07-30,"Sality","Education",70,24
2016-07-30,"Sality","Finance",63,13
2016-07-30,"Sality","Government/Politics",66,7
2016-07-30,"Sality","Healthcare/Wellness",6,4
2016-07-30,"Sality","Manufacturing",202,24
2016-07-30,"Sality","Retail",117,8
2016-07-30,"zeroaccess","Education",8,6
2016-07-30,"zeroaccess","Finance",11,4
2016-07-30,"zeroaccess","Government/Politics",6,3
2016-07-30,"zeroaccess","Healthcare/Wellness",2,1
2016-07-30,"zeroaccess","Manufacturing",23,4
2016-07-30,"zeroaccess","Retail",181,3
2016-07-30,"Zeus","Education",41,22
2016-07-30,"Zeus","Finance",11,9
2016-07-30,"Zeus","Government/Politics",1,1
2016-07-30,"Zeus","Healthcare/Wellness",4,4
2016-07-30,"Zeus","Manufacturing",36,8
2016-07-30,"Zeus","Retail",91,5
2016-07-30,"Zusy","Education",33,14
2016-07-30,"Zusy","Finance",33,5
2016-07-30,"Zusy","Healthcare/Wellness",2,1
2016-07-30,"Zusy","Manufacturing",33,2
2016-07-30,"Zusy","Retail",432,3
2016-07-31,"Bedep","Education",3,3
2016-07-31,"Bedep","Finance",190,5
2016-07-31,"Bedep","Government/Politics",7,4
2016-07-31,"Bedep","Healthcare/Wellness",2,1
2016-07-31,"Bedep","Manufacturing",36,9
2016-07-31,"Bedep","Retail",98,2
2016-07-31,"ConfickerAB","Education",262,65
2016-07-31,"ConfickerAB","Finance",158,41
2016-07-31,"ConfickerAB","Government/Politics",166,27
2016-07-31,"ConfickerAB","Healthcare/Wellness",191,77
2016-07-31,"ConfickerAB","Manufacturing",761,54
2016-07-31,"ConfickerAB","Retail",569,36
2016-07-31,"Necurs","Education",17,13
2016-07-31,"Necurs","Finance",9,7
2016-07-31,"Necurs","Government/Politics",17,9
2016-07-31,"Necurs","Healthcare/Wellness",3,3
2016-07-31,"Necurs","Manufacturing",32,3
2016-07-31,"Necurs","Retail",13,3
2016-07-31,"Olmasco","Education",5,1
2016-07-31,"Olmasco","Healthcare/Wellness",2,1
2016-07-31,"Olmasco","Manufacturing",10,2
2016-07-31,"Olmasco","Retail",2,2
2016-07-31,"PushDo","Finance",24,1
2016-07-31,"PushDo","Government/Politics",84,3
2016-07-31,"PushDo","Manufacturing",636,5
2016-07-31,"PushDo","Retail",116,2
2016-07-31,"Ramnit","Education",57,38
2016-07-31,"Ramnit","Finance",22,13
2016-07-31,"Ramnit","Government/Politics",11,1
2016-07-31,"Ramnit","Healthcare/Wellness",4,3
2016-07-31,"Ramnit","Manufacturing",523,9
2016-07-31,"Ramnit","Retail",145,4
2016-07-31,"Sality","Education",80,29
2016-07-31,"Sality","Finance",46,13
2016-07-31,"Sality","Government/Politics",34,5
2016-07-31,"Sality","Healthcare/Wellness",6,4
2016-07-31,"Sality","Manufacturing",164,20
2016-07-31,"Sality","Retail",138,7
2016-07-31,"zeroaccess","Education",11,6
2016-07-31,"zeroaccess","Finance",7,4
2016-07-31,"zeroaccess","Government/Politics",11,4
2016-07-31,"zeroaccess","Healthcare/Wellness",4,2
2016-07-31,"zeroaccess","Manufacturing",28,5
2016-07-31,"zeroaccess","Retail",195,7
2016-07-31,"Zeus","Education",32,19
2016-07-31,"Zeus","Finance",6,5
2016-07-31,"Zeus","Government/Politics",1,1
2016-07-31,"Zeus","Healthcare/Wellness",5,5
2016-07-31,"Zeus","Manufacturing",31,9
2016-07-31,"Zeus","Retail",90,3
2016-07-31,"Zusy","Education",46,13
2016-07-31,"Zusy","Finance",13,4
2016-07-31,"Zusy","Healthcare/Wellness",1,1
2016-07-31,"Zusy","Manufacturing",15,1
2016-07-31,"Zusy","Retail",361,3
2016-08-01,"Bedep","Education",12,7
2016-08-01,"Bedep","Finance",191,5
2016-08-01,"Bedep","Government/Politics",15,7
2016-08-01,"Bedep","Healthcare/Wellness",3,1
2016-08-01,"Bedep","Manufacturing",21,7
2016-08-01,"Bedep","Retail",142,4
2016-08-01,"ConfickerAB","Education",518,84
2016-08-01,"ConfickerAB","Finance",255,50
2016-08-01,"ConfickerAB","Government/Politics",344,32
2016-08-01,"ConfickerAB","Healthcare/Wellness",340,104
2016-08-01,"ConfickerAB","Manufacturing",1377,74
2016-08-01,"ConfickerAB","Retail",981,38
2016-08-01,"Necurs","Education",73,32
2016-08-01,"Necurs","Finance",38,18
2016-08-01,"Necurs","Government/Politics",178,14
2016-08-01,"Necurs","Healthcare/Wellness",10,7
2016-08-01,"Necurs","Manufacturing",205,19
2016-08-01,"Necurs","Retail",65,6
2016-08-01,"Olmasco","Education",5,2
2016-08-01,"Olmasco","Healthcare/Wellness",2,1
2016-08-01,"Olmasco","Manufacturing",2,1
2016-08-01,"Olmasco","Retail",12,2
2016-08-01,"PushDo","Education",2,1
2016-08-01,"PushDo","Finance",35,2
2016-08-01,"PushDo","Government/Politics",126,3
2016-08-01,"PushDo","Manufacturing",659,9
2016-08-01,"PushDo","Retail",150,2
2016-08-01,"Ramnit","Education",91,48
2016-08-01,"Ramnit","Finance",25,16
2016-08-01,"Ramnit","Government/Politics",77,2
2016-08-01,"Ramnit","Healthcare/Wellness",8,5
2016-08-01,"Ramnit","Manufacturing",488,15
2016-08-01,"Ramnit","Retail",213,5
2016-08-01,"Sality","Education",129,35
2016-08-01,"Sality","Finance",117,18
2016-08-01,"Sality","Government/Politics",83,10
2016-08-01,"Sality","Healthcare/Wellness",6,4
2016-08-01,"Sality","Manufacturing",235,27
2016-08-01,"Sality","Retail",129,8
2016-08-01,"zeroaccess","Education",18,9
2016-08-01,"zeroaccess","Finance",9,4
2016-08-01,"zeroaccess","Government/Politics",14,5
2016-08-01,"zeroaccess","Healthcare/Wellness",9,6
2016-08-01,"zeroaccess","Manufacturing",21,5
2016-08-01,"zeroaccess","Retail",260,8
2016-08-01,"Zeus","Education",33,19
2016-08-01,"Zeus","Finance",15,11
2016-08-01,"Zeus","Government/Politics",18,7
2016-08-01,"Zeus","Healthcare/Wellness",6,5
2016-08-01,"Zeus","Manufacturing",33,11
2016-08-01,"Zeus","Retail",80,5
2016-08-01,"Zusy","Education",39,17
2016-08-01,"Zusy","Finance",37,7
2016-08-01,"Zusy","Government/Politics",1,1
2016-08-01,"Zusy","Healthcare/Wellness",5,3
2016-08-01,"Zusy","Manufacturing",41,4
2016-08-01,"Zusy","Retail",357,4
2016-08-02,"Bedep","Education",13,11
2016-08-02,"Bedep","Finance",199,6
2016-08-02,"Bedep","Government/Politics",20,10
2016-08-02,"Bedep","Manufacturing",14,8
2016-08-02,"Bedep","Retail",144,2
2016-08-02,"ConfickerAB","Education",517,83
2016-08-02,"ConfickerAB","Finance",251,46
2016-08-02,"ConfickerAB","Government/Politics",317,33
2016-08-02,"ConfickerAB","Healthcare/Wellness",333,103
2016-08-02,"ConfickerAB","Manufacturing",1367,72
2016-08-02,"ConfickerAB","Retail",1032,36
2016-08-02,"Necurs","Education",65,24
2016-08-02,"Necurs","Finance",35,24
2016-08-02,"Necurs","Government/Politics",174,10
2016-08-02,"Necurs","Healthcare/Wellness",12,10
2016-08-02,"Necurs","Manufacturing",184,15
2016-08-02,"Necurs","Retail",94,8
2016-08-02,"Olmasco","Education",7,2
2016-08-02,"Olmasco","Healthcare/Wellness",2,1
2016-08-02,"Olmasco","Manufacturing",4,2
2016-08-02,"Olmasco","Retail",10,2
2016-08-02,"PushDo","Finance",18,1
2016-08-02,"PushDo","Government/Politics",96,3
2016-08-02,"PushDo","Manufacturing",445,9
2016-08-02,"PushDo","Retail",236,2
2016-08-02,"Ramnit","Education",90,44
2016-08-02,"Ramnit","Finance",28,15
2016-08-02,"Ramnit","Government/Politics",73,4
2016-08-02,"Ramnit","Healthcare/Wellness",3,3
2016-08-02,"Ramnit","Manufacturing",470,14
2016-08-02,"Ramnit","Retail",235,6
2016-08-02,"Sality","Education",86,34
2016-08-02,"Sality","Finance",105,18
2016-08-02,"Sality","Government/Politics",104,10
2016-08-02,"Sality","Healthcare/Wellness",8,6
2016-08-02,"Sality","Manufacturing",253,25
2016-08-02,"Sality","Retail",163,8
2016-08-02,"zeroaccess","Education",20,9
2016-08-02,"zeroaccess","Finance",8,5
2016-08-02,"zeroaccess","Government/Politics",12,7
2016-08-02,"zeroaccess","Healthcare/Wellness",9,6
2016-08-02,"zeroaccess","Manufacturing",31,5
2016-08-02,"zeroaccess","Retail",228,6
2016-08-02,"Zeus","Education",31,17
2016-08-02,"Zeus","Finance",10,10
2016-08-02,"Zeus","Government/Politics",14,6
2016-08-02,"Zeus","Healthcare/Wellness",7,6
2016-08-02,"Zeus","Manufacturing",41,12
2016-08-02,"Zeus","Retail",112,5
2016-08-02,"Zusy","Education",34,17
2016-08-02,"Zusy","Finance",28,5
2016-08-02,"Zusy","Government/Politics",3,1
2016-08-02,"Zusy","Healthcare/Wellness",2,1
2016-08-02,"Zusy","Manufacturing",51,7
2016-08-02,"Zusy","Retail",453,4
2016-08-03,"Bedep","Education",10,4
2016-08-03,"Bedep","Finance",194,5
2016-08-03,"Bedep","Government/Politics",16,6
2016-08-03,"Bedep","Healthcare/Wellness",4,2
2016-08-03,"Bedep","Manufacturing",26,7
2016-08-03,"Bedep","Retail",166,2
2016-08-03,"ConfickerAB","Education",533,84
2016-08-03,"ConfickerAB","Finance",261,47
2016-08-03,"ConfickerAB","Government/Politics",333,34
2016-08-03,"ConfickerAB","Healthcare/Wellness",330,101
2016-08-03,"ConfickerAB","Manufacturing",1368,74
2016-08-03,"ConfickerAB","Retail",957,37
2016-08-03,"Necurs","Education",82,30
2016-08-03,"Necurs","Finance",37,24
2016-08-03,"Necurs","Government/Politics",192,11
2016-08-03,"Necurs","Healthcare/Wellness",14,10
2016-08-03,"Necurs","Manufacturing",225,21
2016-08-03,"Necurs","Retail",86,8
2016-08-03,"Olmasco","Education",9,2
2016-08-03,"Olmasco","Healthcare/Wellness",2,1
2016-08-03,"Olmasco","Manufacturing",4,2
2016-08-03,"Olmasco","Retail",4,2
2016-08-03,"PushDo","Education",2,1
2016-08-03,"PushDo","Finance",36,1
2016-08-03,"PushDo","Government/Politics",19,3
2016-08-03,"PushDo","Manufacturing",229,10
2016-08-03,"PushDo","Retail",202,2
2016-08-03,"Ramnit","Education",91,48
2016-08-03,"Ramnit","Finance",31,18
2016-08-03,"Ramnit","Government/Politics",48,5
2016-08-03,"Ramnit","Healthcare/Wellness",6,5
2016-08-03,"Ramnit","Manufacturing",412,17
2016-08-03,"Ramnit","Retail",205,7
2016-08-03,"Sality","Education",95,31
2016-08-03,"Sality","Finance",106,16
2016-08-03,"Sality","Government/Politics",74,10
2016-08-03,"Sality","Healthcare/Wellness",6,5
2016-08-03,"Sality","Manufacturing",257,26
2016-08-03,"Sality","Retail",142,10
2016-08-03,"zeroaccess","Education",21,9
2016-08-03,"zeroaccess","Finance",11,4
2016-08-03,"zeroaccess","Government/Politics",16,7
2016-08-03,"zeroaccess","Healthcare/Wellness",9,3
2016-08-03,"zeroaccess","Manufacturing",30,7
2016-08-03,"zeroaccess","Retail",228,3
2016-08-03,"Zeus","Education",30,14
2016-08-03,"Zeus","Finance",14,13
2016-08-03,"Zeus","Government/Politics",10,7
2016-08-03,"Zeus","Healthcare/Wellness",7,6
2016-08-03,"Zeus","Manufacturing",38,13
2016-08-03,"Zeus","Retail",103,5
2016-08-03,"Zusy","Education",46,16
2016-08-03,"Zusy","Finance",23,5
2016-08-03,"Zusy","Government/Politics",2,1
2016-08-03,"Zusy","Manufacturing",38,5
2016-08-03,"Zusy","Retail",383,4
2016-08-04,"Bedep","Education",18,9
2016-08-04,"Bedep","Finance",140,7
2016-08-04,"Bedep","Government/Politics",32,13
